"DESCRIPCIONG1","DESCRIPCIONG2","DESCRIPCIONG3","DESCRIPCIONG4","DESCRIPCIONG5","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL20","CODIGOG1","CODIGOG2","CODIGOG3","CODIGOG4","CODIGOG5"
"ADOPCIONES","ADOPCIONES","ADOPCIONES","BIENES DE LARGA DURACION","Mobiliarios","0","273","273","0","0","0","0","273","273","0","0","14 00 025","14","14 00 025 001 000"," 840000"," 840103 0000 001"
"ADOPCIONES","ADOPCIONES","ADOPCIONES","BIENES DE LARGA DURACION","Maquinarias y Equipos","0","2127","2127","0","2127","2127","2127","0","0","0","100","14 00 025","14","14 00 025 001 000"," 840000"," 840104 0000 001"
"ADOPCIONES","ADOPCIONES","ADOPCIONES","BIENES Y SERVICIOS PARA INVERSION","Infraestructura","0","10600","10600","10600","0","0","0","10600","10600","0","0","14 00 025","14","14 00 025 001 000"," 730000"," 730417 0000 001"
"ADOPCIONES","ADOPCIONES","ADOPCIONES","BIENES Y SERVICIOS PARA INVERSION","Otros Servicios","0","28400","28400","0","4728.91","4728.91","4728.91","23671.09","23671.09","0","16.65","14 00 025","14","14 00 025 001 000"," 730000"," 730299 0900 001"
"ADOPCIONES","ADOPCIONES","ADOPCIONES","BIENES Y SERVICIOS PARA INVERSION","Alimentos y Bebidas","0","14342.08","14342.08","2257.96","3060.1","3060.1","3060.1","11281.98","11281.98","0","21.34","14 00 025","14","14 00 025 001 000"," 730000"," 730801 0100 001"
"ADOPCIONES","ADOPCIONES","ADOPCIONES","BIENES Y SERVICIOS PARA INVERSION","Alimentos y Bebidas","0","32000","32000","22566.95","9433.05","9433.05","9433.05","22566.95","22566.95","0","29.48","14 00 025","14","14 00 025 001 000"," 730000"," 730801 1700 001"
"ADOPCIONES","ADOPCIONES","ADOPCIONES","BIENES Y SERVICIOS PARA INVERSION","Pasajes al Interior","0","10000","10000","10000","0","0","0","10000","10000","0","0","14 00 025","14","14 00 025 001 000"," 730000"," 730301 0100 001"
"ADOPCIONES","ADOPCIONES","ADOPCIONES","BIENES Y SERVICIOS PARA INVERSION","Pasajes al Interior","0","1500","1500","0","185.28","185.28","185.28","1314.72","1314.72","0","12.35","14 00 025","14","14 00 025 001 000"," 730000"," 730301 0900 001"
"ADOPCIONES","ADOPCIONES","ADOPCIONES","BIENES Y SERVICIOS PARA INVERSION","Pasajes al Interior","0","2000","2000","1584.4","415.6","415.6","415.6","1584.4","1584.4","0","20.78","14 00 025","14","14 00 025 001 000"," 730000"," 730301 1700 001"
"ADOPCIONES","ADOPCIONES","ADOPCIONES","BIENES Y SERVICIOS PARA INVERSION","Servicio de Capacitacion","0","8050","8050","1075.25","6974.75","6974.75","6974.75","1075.25","1075.25","0","86.64","14 00 025","14","14 00 025 001 000"," 730000"," 730603 0000 001"
"ADOPCIONES","ADOPCIONES","ADOPCIONES","BIENES Y SERVICIOS PARA INVERSION","Otros de Uso y Consumo de Inversion","0","5000","5000","0","0","0","0","5000","5000","0","0","14 00 025","14","14 00 025 001 000"," 730000"," 730899 0100 001"
"ADOPCIONES","ADOPCIONES","ADOPCIONES","BIENES Y SERVICIOS PARA INVERSION","Viaticos y Subsistencias en el Interior","0","5000","5000","4504.66","495.34","495.34","495.34","4504.66","4504.66","0","9.91","14 00 025","14","14 00 025 001 000"," 730000"," 730303 0100 001"
"ADOPCIONES","ADOPCIONES","ADOPCIONES","BIENES Y SERVICIOS PARA INVERSION","Viaticos y Subsistencias en el Interior","0","5500","5500","120","400","360","360","5100","5140","0","6.55","14 00 025","14","14 00 025 001 000"," 730000"," 730303 0900 001"
"ADOPCIONES","ADOPCIONES","ADOPCIONES","BIENES Y SERVICIOS PARA INVERSION","Viaticos y Subsistencias en el Interior","0","5000","5000","0","975.5","975.5","750.5","4024.5","4024.5","225","19.51","14 00 025","14","14 00 025 001 000"," 730000"," 730303 1700 001"
"ADOPCIONES","ADOPCIONES","ADOPCIONES","BIENES Y SERVICIOS PARA INVERSION","Edicion  Impresion  Reproduccion y Publicaciones","0","3600","3600","151.2","2631.3","2547.3","2547.3","968.7","1052.7","0","70.76","14 00 025","14","14 00 025 001 000"," 730000"," 730204 0900 001"
"ADOPCIONES","ADOPCIONES","ADOPCIONES","BIENES Y SERVICIOS PARA INVERSION","Consultoria  Asesoria e Investigacion Especializada","314682.61","-226502.72","88179.89","0","1657.92","1657.92","1657.92","86521.97","86521.97","0","1.88","14 00 025","14","14 00 025 001 000"," 730000"," 730601 0000 001"
"ADOPCIONES","ADOPCIONES","ADOPCIONES","BIENES Y SERVICIOS PARA INVERSION","Consultoria  Asesoria e Investigacion Especializada","0","0","0","0","0","0","0","0","0","0","0","14 00 025","14","14 00 025 001 000"," 730000"," 730601 1700 001"
"ADOPCIONES","ADOPCIONES","ADOPCIONES","BIENES Y SERVICIOS PARA INVERSION","Asignacion a Distribuir para Bienes y Servicios de Inversion","0","0","0","0","0","0","0","0","0","0","0","14 00 025","14","14 00 025 001 000"," 730000"," 739901 1700 001"
"ADOPCIONES","ADOPCIONES","ADOPCIONES","BIENES Y SERVICIOS PARA INVERSION","Materiales de Impresion  Fotografia  Reproduccion y Publicaciones","0","1920","1920","0","1920","1920","1920","0","0","0","100","14 00 025","14","14 00 025 001 000"," 730000"," 730807 1700 001"
"ADOPCIONES","ADOPCIONES","ADOPCIONES","GASTOS EN PERSONAL PARA INVERSION","Aporte Patronal","0","7167.06","7167.06","0","782.24","782.24","782.24","6384.82","6384.82","0","10.91","14 00 025","14","14 00 025 001 000"," 710000"," 710601 0000 001"
"ADOPCIONES","ADOPCIONES","ADOPCIONES","GASTOS EN PERSONAL PARA INVERSION","Fondo de Reserva","0","2299.08","2299.08","0","191.43","191.43","191.43","2107.65","2107.65","0","8.33","14 00 025","14","14 00 025 001 000"," 710000"," 710602 0000 001"
"ADOPCIONES","ADOPCIONES","ADOPCIONES","GASTOS EN PERSONAL PARA INVERSION","Decimocuarto Sueldo","0","1265.33","1265.33","0","0","0","0","1265.33","1265.33","0","0","14 00 025","14","14 00 025 001 000"," 710000"," 710204 0000 001"
"ADOPCIONES","ADOPCIONES","ADOPCIONES","GASTOS EN PERSONAL PARA INVERSION","Decimotercer Sueldo","0","6189.17","6189.17","0","0","0","0","6189.17","6189.17","0","0","14 00 025","14","14 00 025 001 000"," 710000"," 710203 0000 001"
"ADOPCIONES","ADOPCIONES","ADOPCIONES","GASTOS EN PERSONAL PARA INVERSION","Servicios Personales por Contrato","0","74270","74270","0","9155.8","9155.8","9155.8","65114.2","65114.2","0","12.33","14 00 025","14","14 00 025 001 000"," 710000"," 710510 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","OTROS PASIVOS","OBLIGACIONES DE EJERCICIOS ANTERIORES POR GASTOS EN PERSONAL","1372564.61","0","1372564.61","0","222688.91","222688.91","217574.17","1149875.7","1149875.7","5114.74","16.22","10 00 000","10","10 00 000 001 000"," 990000"," 990101 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","GASTOS EN PERSONAL","ENCARGOS","10000","23625","33625","0","19179.52","19179.52","19179.52","14445.48","14445.48","0","57.04","10 00 000","10","10 00 000 001 000"," 510000"," 510513 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","GASTOS EN PERSONAL","Honorarios","80000","0","80000","0","30413.37","30413.37","30413.37","49586.63","49586.63","0","38.02","10 00 000","10","10 00 000 001 000"," 510000"," 510507 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","GASTOS EN PERSONAL","SUBROGACION","10000","12875","22875","0","4685.77","4685.77","4685.77","18189.23","18189.23","0","20.48","10 00 000","10","10 00 000 001 000"," 510000"," 510512 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","GASTOS EN PERSONAL","Aporte Patronal","2554896","-636.61","2554259.39","0","1006183.81","1006183.81","1006183.81","1548075.58","1548075.58","0","39.39","10 00 000","10","10 00 000 001 000"," 510000"," 510601 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","GASTOS EN PERSONAL","Fondo de Reserva","2195176","-549.53","2194626.47","0","783319.37","783319.37","783319.37","1411307.1","1411307.1","0","35.69","10 00 000","10","10 00 000 001 000"," 510000"," 510602 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","GASTOS EN PERSONAL","Decimocuarto Sueldo","606088","-292","605796","0","234733.12","234733.12","234733.12","371062.88","371062.88","0","38.75","10 00 000","10","10 00 000 001 000"," 510000"," 510204 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","GASTOS EN PERSONAL","Decimotercer Sueldo","2206152","-733","2205419","0","13027.61","13027.61","13027.61","2192391.39","2192391.39","0","0.59","10 00 000","10","10 00 000 001 000"," 510000"," 510203 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","GASTOS EN PERSONAL","Salarios Unificados","34404","2250000","2284404","0","902620.32","902620.32","902620.32","1381783.68","1381783.68","0","39.51","10 00 000","10","10 00 000 001 000"," 510000"," 510106 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","GASTOS EN PERSONAL","Remuneraciones Unificadas","16387474","1831903","18219377","0","6954525.82","6954525.82","6954525.82","11264851.18","11264851.18","0","38.17","10 00 000","10","10 00 000 001 000"," 510000"," 510105 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","GASTOS EN PERSONAL","Servicios Personales por Contrato","9303372","-4235000","5068372","0","2111731.26","2111731.26","2111731.26","2956640.74","2956640.74","0","41.66","10 00 000","10","10 00 000 001 000"," 510000"," 510510 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","GASTOS EN PERSONAL","Horas Extraordinarias y Suplementarias","25000","60000","85000","0","24888.85","24888.85","24888.85","60111.15","60111.15","0","29.28","10 00 000","10","10 00 000 001 000"," 510000"," 510509 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","GASTOS EN PERSONAL","COMPENSACION POR VACACIONES NO GOZADAS POR CESACION DE FUNCIONES","0","50000","50000","0","9472","9472","9472","40528","40528","0","18.94","10 00 000","10","10 00 000 001 000"," 510000"," 510707 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","GASTOS EN PERSONAL","REMUNERACION MENSUAL UNIFICADA DE DOCENTES DEL MAGISTERIO Y DOCENTES E INVESTIGADORES UNIVERSITARIOS","485412","0","485412","0","201838.9","201838.9","201838.9","283573.1","283573.1","0","41.58","10 00 000","10","10 00 000 001 000"," 510000"," 510108 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","OTROS GASTOS CORRIENTES","Seguros","285574.2","-1565.79","284008.41","180301.53","92156.81","92156.81","92156.81","191851.6","191851.6","0","32.45","10 00 000","10","10 00 000 001 000"," 570000"," 570201 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","OTROS GASTOS CORRIENTES","INTERESES POR MORA PATRONAL AL IESS","0","0.52","0.52","0","0.52","0.52","0.52","0","0","0","100","10 00 000","10","10 00 000 001 000"," 570000"," 570218 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","OTROS GASTOS CORRIENTES","Contribuciones Especiales y de Mejora","0","1301.27","1301.27","0","1217.76","1217.76","1217.76","83.51","83.51","0","93.58","10 00 000","10","10 00 000 001 000"," 570000"," 570104 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","OTROS GASTOS CORRIENTES","OBLIGACIONES CON EL IESS POR RESPONSABILIDAD PATRONAL","0","264","264","0","264","264","264","0","0","0","100","10 00 000","10","10 00 000 001 000"," 570000"," 570216 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES DE LARGA DURACION","Mobiliarios","0","0","0","0","0","0","0","0","0","0","0","10 00 000","10","10 00 000 001 000"," 840000"," 840103 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES DE LARGA DURACION","Mobiliarios","0","10000","10000","0","0","0","0","10000","10000","0","0","10 00 000","10","10 00 000 001 000"," 840000"," 840103 0000 002"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES DE LARGA DURACION","Maquinarias y Equipos","0","130000","130000","90000","0","0","0","130000","130000","0","0","10 00 000","10","10 00 000 001 000"," 840000"," 840104 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES DE LARGA DURACION","Maquinarias y Equipos","0","10000","10000","1300","0","0","0","10000","10000","0","0","10 00 000","10","10 00 000 001 000"," 840000"," 840104 0000 002"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES DE LARGA DURACION","Equipos  Sistemas y Paquetes Informaticos","0","460098.33","460098.33","0","0","0","0","460098.33","460098.33","0","0","10 00 000","10","10 00 000 001 000"," 840000"," 840107 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES DE LARGA DURACION","Equipos  Sistemas y Paquetes Informaticos","0","10047.51","10047.51","0","0","0","0","10047.51","10047.51","0","0","10 00 000","10","10 00 000 001 000"," 840000"," 840107 0000 002"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Terrenos","0","200","200","0","9","9","9","191","191","0","4.5","10 00 000","10","10 00 000 001 000"," 530000"," 530401 1200 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Terrenos","0","1909.05","1909.05","0","700","700","700","1209.05","1209.05","0","36.67","10 00 000","10","10 00 000 001 000"," 530000"," 530401 1300 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Terrenos","0","1000","1000","0","0","0","0","1000","1000","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530401 2000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Terrenos","0","0","0","0","0","0","0","0","0","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530401 2100 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","29408.87","-5729.87","23679","17883.16","5449.9","4967.2","4240.13","18229.1","18711.8","727.07","20.98","10 00 000","10","10 00 000 001 000"," 530000"," 530405 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","0","14596.35","14596.35","1337.06","7796.77","7795.77","7795.77","6799.58","6800.58","0","53.41","10 00 000","10","10 00 000 001 000"," 530000"," 530405 0100 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","0","6818.93","6818.93","5737.86","1081.07","1081.07","1081.07","5737.86","5737.86","0","15.85","10 00 000","10","10 00 000 001 000"," 530000"," 530405 0200 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","0","2160","2160","751.08","1408.92","1408.92","1408.92","751.08","751.08","0","65.23","10 00 000","10","10 00 000 001 000"," 530000"," 530405 0300 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","0","1800","1800","0","1215.06","1215.06","1215.06","584.94","584.94","0","67.5","10 00 000","10","10 00 000 001 000"," 530000"," 530405 0400 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","0","1608.12","1608.12","1329.85","255.38","255.38","255.38","1352.74","1352.74","0","15.88","10 00 000","10","10 00 000 001 000"," 530000"," 530405 0500 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","0","12000","12000","0","6051.35","6051.35","5827.24","5948.65","5948.65","224.11","50.43","10 00 000","10","10 00 000 001 000"," 530000"," 530405 0600 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","0","20000","20000","16000.05","3999.95","3999.95","3999.95","16000.05","16000.05","0","20","10 00 000","10","10 00 000 001 000"," 530000"," 530405 0700 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","0","13300","13300","1039","2958.4","2958.4","2958.4","10341.6","10341.6","0","22.24","10 00 000","10","10 00 000 001 000"," 530000"," 530405 0800 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","0","60000","60000","4956.08","23535.65","23034.65","23034.65","36464.35","36965.35","0","38.39","10 00 000","10","10 00 000 001 000"," 530000"," 530405 0900 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","0","6000","6000","972.66","2547.01","2547.01","2547.01","3452.99","3452.99","0","42.45","10 00 000","10","10 00 000 001 000"," 530000"," 530405 1000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","0","8208.28","8208.28","700","2932.92","2932.92","2932.92","5275.36","5275.36","0","35.73","10 00 000","10","10 00 000 001 000"," 530000"," 530405 1100 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","0","27000","27000","0","10977.18","10977.18","10977.18","16022.82","16022.82","0","40.66","10 00 000","10","10 00 000 001 000"," 530000"," 530405 1200 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","0","8000","8000","3916","3808.84","3379.28","3379.28","4191.16","4620.72","0","42.24","10 00 000","10","10 00 000 001 000"," 530000"," 530405 1300 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","0","2500","2500","761","1739","1739","1739","761","761","0","69.56","10 00 000","10","10 00 000 001 000"," 530000"," 530405 1400 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","0","7000","7000","2544.02","4455.98","4455.98","3318.48","2544.02","2544.02","1137.5","63.66","10 00 000","10","10 00 000 001 000"," 530000"," 530405 1500 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","0","4200","4200","3507.86","692.14","692.14","692.14","3507.86","3507.86","0","16.48","10 00 000","10","10 00 000 001 000"," 530000"," 530405 1600 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","0","58327.9","58327.9","56365.48","1962.42","1962.42","0","56365.48","56365.48","1962.42","3.36","10 00 000","10","10 00 000 001 000"," 530000"," 530405 1700 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","0","5355.47","5355.47","3500","1420.4","1420.4","1247.4","3935.07","3935.07","173","26.52","10 00 000","10","10 00 000 001 000"," 530000"," 530405 1800 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","0","3000","3000","1765","623.72","623.72","623.72","2376.28","2376.28","0","20.79","10 00 000","10","10 00 000 001 000"," 530000"," 530405 1900 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","0","0","0","0","0","0","0","0","0","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530405 2000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","0","4500","4500","0","1428.95","1428.95","1428.95","3071.05","3071.05","0","31.75","10 00 000","10","10 00 000 001 000"," 530000"," 530405 2100 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","0","2000","2000","0","1460.31","1460.31","1460.31","539.69","539.69","0","73.02","10 00 000","10","10 00 000 001 000"," 530000"," 530405 2200 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","0","14745.06","14745.06","0","4047.37","4047.37","4047.37","10697.69","10697.69","0","27.45","10 00 000","10","10 00 000 001 000"," 530000"," 530405 2300 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","0","3000","3000","0","0","0","0","3000","3000","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530405 2400 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","0","4940","4940","1060","3880","3880","3880","1060","1060","0","78.54","10 00 000","10","10 00 000 001 000"," 530000"," 530505 0200 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","0","500","500","0","450","450","450","50","50","0","90","10 00 000","10","10 00 000 001 000"," 530000"," 530505 1200 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","0","1500","1500","0","670","670","670","830","830","0","44.67","10 00 000","10","10 00 000 001 000"," 530000"," 530505 2200 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Vehiculos","0","1500","1500","0","680","680","680","820","820","0","45.33","10 00 000","10","10 00 000 001 000"," 530000"," 530505 2400 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Mobiliarios","0","2500","2500","0","0","0","0","2500","2500","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530403 0000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Mobiliarios","0","3000","3000","80","0","0","0","3000","3000","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530403 0100 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Mobiliarios","0","1000","1000","1000","0","0","0","1000","1000","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530403 0700 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Mobiliarios","0","1500","1500","0","0","0","0","1500","1500","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530403 0800 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Mobiliarios","0","3000","3000","300","2700","2700","2700","300","300","0","90","10 00 000","10","10 00 000 001 000"," 530000"," 530403 0900 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Mobiliarios","0","500","500","0","0","0","0","500","500","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530403 1000 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Mobiliarios","0","1500","1500","0","0","0","0","1500","1500","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530403 1100 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Mobiliarios","0","2096.5","2096.5","0","350","350","350","1746.5","1746.5","0","16.69","10 00 000","10","10 00 000 001 000"," 530000"," 530403 1200 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Mobiliarios","0","1000","1000","0","0","0","0","1000","1000","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530403 1400 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Mobiliarios","0","250","250","0","0","0","0","250","250","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530403 1500 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Mobiliarios","0","2292.9","2292.9","0","47.26","47.26","47.26","2245.64","2245.64","0","2.06","10 00 000","10","10 00 000 001 000"," 530000"," 530403 1700 001"
"SIN PROYECTO","ADMINISTRACION GENERAL DEL INFA","ADMINISTRACION GENERAL DEL INFA","BIENES Y SERVICIOS DE CONSUMO","Mobiliarios","0","3000","3000","0","0","0","0","3000","3000","0","0","10 00 000","10","10 00 000 001 000"," 530000"," 530403 2100 001"
